feature,importance
Morgan_345,0.00013937700479649986
ECFP_F_890,0.0001391027674476827
MACCS_70,0.00013890143845971605
Morgan_497,0.00013820803090924867
ECFP_F_294,0.00013796494724384347
Morgan_471,0.0001374950758374291
Morgan_12,0.0001370748642595053
Morgan_73,0.0001357117275831313
Morgan_886,0.00013554242961576172
ECFP_F_97,0.00013532033177175875
ECFP_F_196,0.00013517474120474388
Morgan_1002,0.0001345740267917661
Morgan_746,0.00013448312585672944
Morgan_692,0.00013390874497936072
Morgan_253,0.00013376016925197072
Morgan_368,0.00013265880319049514
Morgan_818,0.00013265140268370681
Morgan_41,0.00013221591733420492
Morgan_672,0.00013195871389363323
Morgan_84,0.00013176888234790068
Morgan_933,0.00013134293185678003
ECFP_F_207,0.00013124732524209527
ECFP_F_144,0.00013095101150564995
ECFP_F_964,0.00013014402696717557
Morgan_954,0.0001297182813797805
Morgan_100,0.0001291886144806974
ECFP_F_766,0.00012843007356956045
ECFP_F_966,0.00012838989652418385
ECFP_F_446,0.00012805831186909184
Morgan_848,0.0001279624363527806
Morgan_383,0.00012708942081048684
ECFP_F_605,0.00012677482873755752
MACCS_141,0.00012654998591292912
Morgan_992,0.00012637708481380095
Morgan_923,0.0001263200759401458
ECFP_F_485,0.0001259391167113326
ECFP_F_128,0.00012585921184769762
ECFP_F_11,0.00012580669689717696
Morgan_71,0.00012529658916394395
Morgan_299,0.0001250726916610287
Morgan_336,0.0001243120112977587
Morgan_338,0.00012410478633443085
Morgan_310,0.00012375479672405775
ECFP_F_135,0.0001225589539032462
Morgan_392,0.00012235586914351065
ECFP_F_92,0.00012225302322903727
Morgan_329,0.00012215397126088312
Morgan_65,0.00012214123850274558
Morgan_929,0.00012170543495633476
MACCS_78,0.00012144702809822559
Morgan_852,0.00012133006480676334
Morgan_81,0.00012125791811067864
Morgan_513,0.00012028035895552265
Morgan_172,0.0001201091465334175
Morgan_328,0.00011978943640541856
Morgan_460,0.00011958974437203121
Morgan_525,0.00011946897350316824
Morgan_443,0.0001193596882975853
Morgan_956,0.00011910773158028243
Morgan_422,0.00011905396224106358
Morgan_832,0.0001183457951510329
Morgan_367,0.00011797046206156702
Morgan_469,0.0001179025932159705
