mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.33653883934021,0.3205994783599612,0.03644852638244629,0.0037712556529715413,random,5,4,1e-05,0.2,50,absolute_error,1e-06,"{'splitter': 'random', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-05, 'max_features': 0.2, 'max_depth': 50, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06}",-7.433273381294964,-8.039112709832136,-7.1692805755395685,-7.689579326923076,-7.1936057692307696,-7.5049703525641025,0.3268530303007798,26,-4.8313925570228085,-4.409615846338536,-4.908475390156062,-4.729802039592082,-4.38748050389922,-4.653353267401743,0.21574334647254617
0.47792997360229494,0.04303175444907297,0.033547830581665036,0.0010352582693400206,random,20,4,1e-06,0.8,20,squared_error,1e-05,"{'splitter': 'random', 'min_samples_split': 20, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 0.8, 'max_depth': 20, 'criterion': 'squared_error', 'ccp_alpha': 1e-05}",-6.191631314658341,-5.989852132949261,-6.04801769655721,-6.3428811842749475,-6.992394878420019,-6.312955441371956,0.3610653123656497,8,-5.2327600877112594,-4.549128033809249,-4.61955309323132,-4.605258661097515,-4.469942161425849,-4.6953284074550385,0.2738104371827106
0.13461084365844728,0.044514433630799384,0.033098363876342775,0.002427620511795926,random,20,4,1e-05,log2,80,friedman_mse,0.0001,"{'splitter': 'random', 'min_samples_split': 20, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0001}",-18.65613009701421,-19.643888596686125,-19.287898715069456,-15.955019840312968,-20.230360062439182,-18.754659462304392,1.4899969707492482,83,-18.600458618096166,-19.7090087427474,-18.56432727584975,-15.027731303842627,-20.053194899230213,-18.390944167953233,1.7824438556767954
0.1472391128540039,0.018900558476405455,0.027524709701538086,0.001533718185212746,best,5,16,0.0,log2,,absolute_error,0.0,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'max_depth': None, 'criterion': 'absolute_error', 'ccp_alpha': 0.0}",-22.5007793764988,-24.366378896882495,-22.944388489208634,-22.306382211538462,-21.99609375,-22.82280454482568,0.8308125431761858,93,-23.55021608643457,-23.195042016806724,-23.40495798319328,-23.07634673065387,-21.64724055188962,-22.974760673795615,0.6837209852038411
0.2115152359008789,0.04752404228912489,0.03449182510375977,0.005391676489249209,best,50,2,0.0,0.6,5,squared_error,1e-07,"{'splitter': 'best', 'min_samples_split': 50, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 0.6, 'max_depth': 5, 'criterion': 'squared_error', 'ccp_alpha': 1e-07}",-10.193053994122621,-9.7690867119029,-8.39233290009804,-9.460283218327168,-9.756177517216763,-9.5141868683335,0.607594586612732,54,-9.595907910757791,-8.581465075532638,-8.515945722127308,-8.679209318692498,-9.517705611872262,-8.9780467277965,0.4760466985506842
0.1462080478668213,0.048085260212945284,0.03708362579345703,0.01030596206672201,random,10,8,1e-07,log2,,friedman_mse,0.0001,"{'splitter': 'random', 'min_samples_split': 10, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-07, 'max_features': 'log2', 'max_depth': None, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0001}",-21.025139498123412,-22.24298781287699,-22.021524758439604,-19.480390482203504,-22.909346932324596,-21.535877896793618,1.192321829258106,90,-21.13422747759742,-20.75942636241009,-22.64681867691743,-18.359680386512686,-22.233392911508346,-21.026709162989196,1.501791149532877
0.37802977561950685,0.07988406425772432,0.03453369140625,0.004004566483394258,random,100,16,0.0001,0.8,30,squared_error,1e-05,"{'splitter': 'random', 'min_samples_split': 100, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0001, 'max_features': 0.8, 'max_depth': 30, 'criterion': 'squared_error', 'ccp_alpha': 1e-05}",-9.07333177891146,-8.861530549004206,-7.8298568422732195,-9.1489082564086,-8.946212859104822,-8.77196805714046,0.4814270949506362,40,-9.164430825257712,-8.737048338985732,-7.5607005126398175,-8.285237583265223,-7.388092179910208,-8.227101888011738,0.6767627001997741
0.13312416076660155,0.01060122591029727,0.03322868347167969,0.0017555292820333435,random,2,32,0.0001,sqrt,30,squared_error,0.0001,"{'splitter': 'random', 'min_samples_split': 2, 'min_samples_leaf': 32, 'min_impurity_decrease': 0.0001, 'max_features': 'sqrt', 'max_depth': 30, 'criterion': 'squared_error', 'ccp_alpha': 0.0001}",-19.922030031079014,-17.775342363828155,-18.99869366831293,-14.978515116218931,-17.129095286423446,-17.760735293172495,1.6937335953667187,79,-19.252844795678485,-18.476593502578883,-17.82423020390533,-14.06432294443114,-18.453607253236214,-17.61431973996601,1.8318964807542197
0.5357305526733398,0.06504350798824059,0.032579803466796876,0.005302717925691042,random,50,4,0.0001,0.8,80,squared_error,1e-05,"{'splitter': 'random', 'min_samples_split': 50, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0001, 'max_features': 0.8, 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 1e-05}",-6.319876395357226,-6.984182027991383,-6.692184466936325,-7.512875217128298,-7.227990722452077,-6.947421765973061,0.41443144973027357,15,-5.710965532096157,-5.59240571059475,-5.348816415228517,-5.991692858258496,-5.591244015208409,-5.647024906277266,0.20876181127402563
0.34795212745666504,0.013646613554762047,0.03247127532958984,0.0015048137959693339,random,100,8,0.0001,,10,friedman_mse,0.0001,"{'splitter': 'random', 'min_samples_split': 100, 'min_samples_leaf': 8, 'min_impurity_decrease': 0.0001, 'max_features': None, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0001}",-9.193255681828752,-8.278705096661472,-8.962407102480487,-9.398428268978632,-8.731247718786465,-8.912808773747162,0.3878114610442979,44,-8.63392744927159,-7.8749051229502,-8.618498392828638,-9.166765045477797,-7.811471669933739,-8.421113536092394,0.5119088888309875
