Model,SearchTag,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_min_impurity_decrease,param_max_samples,param_max_features,param_max_depth,param_criterion,param_ccp_alpha,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
RandomForest,bootstrap_false,5163.824640512466,50.00111402883138,0.6968087673187255,0.14502571258585392,1600,20,1,1e-07,,0.8,10,absolute_error,1e-05,False,"{'n_estimators': 1600, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-07, 'max_features': 0.8, 'max_depth': 10, 'criterion': 'absolute_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-8.889244027278199,-9.0004239283573,-8.61722027128304,-8.375608150540767,-8.529401419771657,-8.682379559446193,0.23052195991771102,23,-7.270918142256878,-7.259766131452553,-6.954472576530657,-7.020641279244112,-7.201687829933997,-7.141497191883639,0.1295720616020606
RandomForest,bootstrap_false,49.942038440704344,19.724507111740902,7.305619096755981,1.8870987264718684,800,2,4,1e-05,,sqrt,40,squared_error,0.0,False,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-05, 'max_features': 'sqrt', 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-10.545979646202971,-10.098961830144964,-10.19978074950757,-10.314875513620528,-9.432933242018917,-10.118506196298991,0.3737090499428833,36,-7.798374851641997,-7.885383817891494,-7.889518751075481,-7.919152332011143,-7.901820867271813,-7.878850123978386,0.04191587106973025
RandomForest,bootstrap_false,79.227618932724,8.187800256211078,5.85344443321228,0.49309353363093084,200,2,1,0.0,,,,squared_error,1e-05,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-7.882507789768207,-6.790098872901695,-7.474803193445238,-6.948093088942317,-8.877392417868588,-7.594579072585208,0.7493986662610332,16,-0.03157244897972252,-0.023001800720417957,-0.030293117247034155,-0.01846610677877776,-0.02130613877237555,-0.02492792249966559,0.005128691289361002
RandomForest,bootstrap_false,731.4892764568328,69.08645217139443,2.743295097351074,1.110718805962338,200,50,16,0.0,,,120,absolute_error,1e-05,False,"{'n_estimators': 200, 'min_samples_split': 50, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0, 'max_features': None, 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-10.177658513189424,-9.974599999999992,-8.951787889688251,-8.397184915865369,-9.080216346153836,-9.316289532979374,0.6646313994624663,31,-7.908781512605046,-8.278649459783916,-7.8359057923169315,-8.188830233953212,-7.974553089382129,-8.037344017608245,0.16865631748311052
RandomForest,bootstrap_false,56.21521859169006,7.03003128217646,8.846747159957886,2.2808120945962354,800,5,1,1e-05,,log2,10,friedman_mse,1e-07,False,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': False}",-18.90982298041644,-17.903229249679413,-18.662953954162326,-18.46608232898276,-16.999623704753233,-18.188342443598835,0.6807747745515643,45,-16.852378335920967,-17.102560889602472,-17.035493615399858,-16.9311591284154,-17.099554764332122,-17.004229346734164,0.09811367728143656
RandomForest,bootstrap_false,12.790450954437256,2.9010272238850368,2.9897961616516113,1.0310520854763507,200,50,1,0.0,,log2,10,squared_error,0.0,False,"{'n_estimators': 200, 'min_samples_split': 50, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-18.766560801453082,-18.07609730673194,-18.544349637643766,-18.629000748347437,-17.126044022862892,-18.228410503407822,0.5980479899605686,47,-17.134290490649793,-17.725100315593455,-17.285839320448854,-17.411490635271363,-17.66205261789394,-17.44375467597148,0.2229599382000417
RandomForest,bootstrap_false,127.19637212753295,9.507348607559903,6.815975761413574,0.5657401911569343,400,20,2,1e-05,,0.8,40,squared_error,1e-07,False,"{'n_estimators': 400, 'min_samples_split': 20, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_features': 0.8, 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 1e-07, 'bootstrap': False}",-7.204387826911007,-6.565032250471874,-6.7879097927465635,-6.898127775201153,-7.3158292953507145,-6.954257388136263,0.274086754228797,8,-3.4359859668476846,-3.7686659184236952,-3.826337590290388,-3.5864606639882854,-3.703590189673098,-3.6642080658446305,0.13919652460148674
RandomForest,bootstrap_false,4990.940300083161,105.16061830207191,1.0491089344024658,0.3288250404861722,1600,20,1,1e-07,,0.4,120,absolute_error,0.0,False,"{'n_estimators': 1600, 'min_samples_split': 20, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-07, 'max_features': 0.4, 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-7.422692236210969,-6.164568869904058,-6.758959052757831,-6.723194110576873,-6.392354492187473,-6.69235375232744,0.42599017194833444,5,-2.382414450780276,-2.311605019507744,-2.20922782487993,-2.223376653419316,-2.186246625674826,-2.2625741148524185,0.07344915107393041
RandomForest,bootstrap_false,145.9160237312317,4.2132776768260065,9.46634645462036,0.6078289292779516,1200,5,2,0.0,,0.4,10,friedman_mse,1e-06,False,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 0.4, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-06, 'bootstrap': False}",-8.797551086225928,-8.575178545750855,-8.470321388453515,-8.816995286575208,-8.34281831314431,-8.600572924029962,0.18422096069274263,21,-6.558060457184984,-6.713127260489529,-6.6533176647322465,-7.236051192849806,-6.656211163652767,-6.7633535477818665,0.24153607708586525
RandomForest,bootstrap_false,2523.191420507431,218.85248340181676,2.2722567081451417,0.4853978060542851,200,2,1,0.0,,0.8,60,absolute_error,1e-06,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 0.8, 'max_depth': 60, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-7.007131534772185,-5.938451798561164,-6.958891306954438,-7.228825240384613,-6.643379206730769,-6.755335817480633,0.44919081406454703,6,-0.33867061824740496,-0.1939022208884549,-0.08680858343347071,-0.28642081583694873,-0.28115542891433054,-0.23739153346412198,0.08847954253695967
RandomForest,bootstrap_false,25.182001304626464,4.22065923377312,6.7476684093475345,0.4281990735577949,200,5,8,0.0,,sqrt,60,friedman_mse,0.0,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 8, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'max_depth': 60, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0, 'bootstrap': False}",-12.153446860723182,-11.812929314101682,-11.83652894172427,-11.954204831487601,-10.755841829381943,-11.702590355483736,0.48847281095273865,37,-10.280090685454509,-10.365669874485452,-10.522796010599043,-10.49346972552526,-10.41556275062235,-10.415517809337322,0.08764751932052384
RandomForest,bootstrap_false,62.56513876914978,2.2683062284589703,5.718626499176025,0.7904495648012403,200,20,4,0.0,,0.6,60,squared_error,0.0,False,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_features': 0.6, 'max_depth': 60, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-7.741010404273169,-6.903922126898502,-6.90508499810839,-6.794875170220404,-7.368034609011247,-7.142585461702343,0.3586666514474676,10,-4.462503709772993,-4.331845724988392,-4.4152564812374,-4.48157886864545,-4.396670090071658,-4.417570974943179,0.052738948538674675
RandomForest,bootstrap_false,43.64199390411377,1.5579278778263053,7.2587363719940186,0.4909903500834104,400,10,8,1e-06,,log2,80,squared_error,0.0,False,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-06, 'max_features': 'log2', 'max_depth': 80, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-19.164229975832857,-17.789859849815983,-18.436365869178648,-18.58976852744525,-17.30286081967303,-18.256617008389153,0.6472362781658766,49,-17.62315540077896,-17.7590971268237,-17.448001902767704,-17.61117823345184,-17.924774926362446,-17.673241518036928,0.15983341064126455
RandomForest,bootstrap_false,191.00048656463622,4.851548695496514,9.662481784820557,2.0383224217212876,1600,5,1,1e-06,,0.4,10,friedman_mse,1e-07,False,"{'n_estimators': 1600, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 1e-06, 'max_features': 0.4, 'max_depth': 10, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': False}",-8.87958345813465,-8.598351286508727,-8.625314331932483,-8.758327972369555,-8.407959168679422,-8.653907243524966,0.1588885879643635,22,-6.612486896840517,-6.694729493253158,-6.733404043210807,-7.227621838400322,-6.626043561472501,-6.778857166635461,0.22872002408033412
RandomForest,bootstrap_false,128.8485827445984,4.87702179396476,11.356514596939087,1.5605793582869825,1600,2,8,1e-05,,sqrt,20,friedman_mse,1e-07,False,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-05, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'friedman_mse', 'ccp_alpha': 1e-07, 'bootstrap': False}",-12.206593085282762,-11.771571397290009,-11.783323002295495,-11.959181478985208,-10.85046225690243,-11.714226244151181,0.45969103266453093,38,-10.28741052152827,-10.443656429565955,-10.535958814392222,-10.528018386502504,-10.44129060212333,-10.447266950822456,0.08943139451229752
RandomForest,bootstrap_false,24.797607517242433,1.3762517865433848,5.917136907577515,0.7697686759220685,200,20,2,1e-05,,log2,40,squared_error,1e-05,False,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_features': 'log2', 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-15.06806316767478,-14.041001735851346,-14.471413258281583,-14.609974830972817,-13.45974432750894,-14.330039464057894,0.5447909286085708,42,-12.328519748787315,-12.34593015516785,-12.222353936889597,-12.394158985750089,-12.505249315862487,-12.359242428491466,0.0920833708471299
RandomForest,bootstrap_false,33.81833915710449,1.7219038121024943,6.003834199905396,0.4043684760267871,400,10,2,1e-07,,log2,40,squared_error,0.0,False,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-07, 'max_features': 'log2', 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-14.897827571024708,-14.159584815732517,-14.598719625621243,-14.725286844032068,-13.507544309865022,-14.377792633255112,0.49898779443423436,43,-11.991086040192439,-12.228920319257089,-12.129883403544227,-12.229366106436304,-12.275671630462595,-12.170985499978531,0.10176160609342368
RandomForest,bootstrap_false,5057.1025484085085,17.4651427136321,0.5392051219940186,0.09930968056075165,1600,20,2,1e-06,,0.6,80,absolute_error,0.0,False,"{'n_estimators': 1600, 'min_samples_split': 20, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-06, 'max_features': 0.6, 'max_depth': 80, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-7.542947774280518,-6.368645810851352,-6.79862233962832,-7.103765181790852,-6.6997858623798106,-6.9027533937861705,0.3968789712562435,7,-3.4172273859543467,-3.3725824467286527,-2.9843617009303562,-3.060287559988011,-3.2464989052189392,-3.2161915997640613,0.1696132003819997
RandomForest,bootstrap_false,1192.9839809417724,65.54250113861907,2.7895914554595946,1.0706298697368928,400,5,1,0.0,,0.2,60,absolute_error,1e-05,False,"{'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'absolute_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-6.624305185851306,-5.688855995203837,-6.482634952038364,-6.221141105769229,-6.2009113281250015,-6.243569713397548,0.3200443024762272,1,-0.6092938475390127,-0.5154094087635103,-0.523381317527016,-0.6211471055788913,-0.5510391421715823,-0.5640541643160025,0.04358030837492508
RandomForest,bootstrap_false,68.30754308700561,3.103449059330854,6.202104997634888,0.16733135930596305,200,5,4,1e-06,,0.8,60,squared_error,1e-07,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 0.8, 'max_depth': 60, 'criterion': 'squared_error', 'ccp_alpha': 1e-07, 'bootstrap': False}",-7.648405563406418,-6.974911397025238,-6.703980617981807,-6.9128827229281065,-7.617080088999544,-7.1714520780682225,0.38732024682957106,13,-3.2326986180900956,-3.2601154295289567,-3.2718713992025434,-3.072235980232527,-3.196338040249088,-3.2066518934606423,0.0720616108327951
RandomForest,bootstrap_false,153.04540567398072,8.175471768175449,8.636579895019532,1.711207952849361,1200,10,2,1e-05,,0.2,120,squared_error,1e-05,False,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-05, 'max_features': 0.2, 'max_depth': 120, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-6.950656532520006,-6.3716256764271275,-6.537657449188235,-6.501165382661276,-6.6416231969094275,-6.600545647541215,0.19519257801325107,4,-2.5202843987256203,-2.692548531031466,-2.623637682922347,-2.6341154561771605,-2.6069922973951405,-2.6155156732503473,0.05565541074780728
RandomForest,bootstrap_false,120.44592642784119,4.450397891548369,9.19534592628479,1.4274085081779118,1600,2,2,0.0,,log2,60,squared_error,1e-05,False,"{'n_estimators': 1600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'log2', 'max_depth': 60, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-14.776493544792205,-13.91123903630285,-14.442693034812747,-14.48476081190173,-13.328657571503964,-14.1887687998627,0.5127032784952111,41,-11.625876372668687,-11.734896078266079,-11.683622976039773,-11.755038202105219,-11.81327837306314,-11.72254240042858,0.0637191489746877
RandomForest,bootstrap_false,84.05890021324157,4.468503943734765,9.521861362457276,0.7206705427592875,1200,50,4,1e-06,,log2,10,squared_error,1e-06,False,"{'n_estimators': 1200, 'min_samples_split': 50, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-06, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-19.494515944693326,-18.235073339332008,-19.033488879383317,-18.918646287852415,-17.481355039978993,-18.632615898248012,0.7026842634890567,50,-18.001835911907424,-18.1367297118456,-17.982054111575657,-17.956588857336982,-18.23334057170111,-18.062109832873354,0.10589110689437627
RandomForest,bootstrap_false,1598.0053308010101,117.88136357968813,2.3378154277801513,1.0066383202173796,400,20,8,0.0,,0.8,120,absolute_error,1e-06,False,"{'n_estimators': 400, 'min_samples_split': 20, 'min_samples_leaf': 8, 'min_impurity_decrease': 0.0, 'max_features': 0.8, 'max_depth': 120, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-8.31736582733814,-8.008544034772175,-7.743614508393267,-7.717676622596185,-7.82721150841346,-7.922882500302646,0.22197044742678135,19,-5.506343052220892,-5.714116176470579,-5.540892752100842,-5.382196490701856,-5.6195976004799,-5.5526292143948135,0.11125670345347247
RandomForest,bootstrap_false,57.34101576805115,3.4370658568290917,6.473426771163941,1.11697949674816,400,10,16,0.0,,0.2,60,friedman_mse,0.0,False,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 16, 'min_impurity_decrease': 0.0, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'friedman_mse', 'ccp_alpha': 0.0, 'bootstrap': False}",-9.644244572673797,-9.701156130713487,-9.185332203294998,-9.202229661563129,-8.951564150669853,-9.336905343783053,0.28869909206761146,32,-7.893011313474765,-8.041987598407655,-8.04512621408368,-8.230519625019598,-7.988531344554775,-8.039835219108095,0.11007498974055054
RandomForest,bootstrap_false,183.4797312736511,11.43873927555897,3.5401570320129396,1.6884407538273185,400,50,2,0.0,,sqrt,80,absolute_error,1e-06,False,"{'n_estimators': 400, 'min_samples_split': 50, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_features': 'sqrt', 'max_depth': 80, 'criterion': 'absolute_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-9.445376798561155,-9.201688639088736,-8.940382523980821,-9.195965835336537,-8.711417247596154,-9.098966208912682,0.25111913680654907,29,-7.209735759303722,-7.2841425270108155,-7.267023994597843,-7.346802339532087,-7.2529304439112225,-7.272127012871138,0.04473923237831464
RandomForest,bootstrap_false,3729.2706693172454,115.74573827916888,1.715306043624878,0.30841192257540134,1200,20,4,1e-05,,0.6,,absolute_error,0.0,False,"{'n_estimators': 1200, 'min_samples_split': 20, 'min_samples_leaf': 4, 'min_impurity_decrease': 1e-05, 'max_features': 0.6, 'max_depth': None, 'criterion': 'absolute_error', 'ccp_alpha': 0.0, 'bootstrap': False}",-7.7925949540367325,-6.897417336131075,-6.942398880895307,-6.79244756610575,-7.369539993990344,-7.158879746231841,0.37295356391202017,11,-4.4307355842336875,-4.438209833933565,-4.23091676670668,-4.136535882823468,-4.328588402319519,-4.312997294003384,0.11632661810399224
RandomForest,bootstrap_false,36.224715328216554,0.8834994283296191,4.154342079162598,1.080777206297712,200,2,8,1e-05,,0.2,60,squared_error,1e-05,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 8, 'min_impurity_decrease': 1e-05, 'max_features': 0.2, 'max_depth': 60, 'criterion': 'squared_error', 'ccp_alpha': 1e-05, 'bootstrap': False}",-8.679040838389414,-8.108741041423146,-8.023807334698434,-7.803337059245426,-7.991313570574241,-8.121247968866133,0.29622095807941207,20,-5.950331580065645,-6.057813375621426,-6.035203926497751,-6.050901885033927,-5.92628588629459,-6.004107330702668,0.05475230846686638
RandomForest,bootstrap_false,263.43836493492125,18.88239766812083,4.969627618789673,2.4976332884197756,1600,50,2,1e-07,,0.6,40,squared_error,1e-06,False,"{'n_estimators': 1600, 'min_samples_split': 50, 'min_samples_leaf': 2, 'min_impurity_decrease': 1e-07, 'max_features': 0.6, 'max_depth': 40, 'criterion': 'squared_error', 'ccp_alpha': 1e-06, 'bootstrap': False}",-8.180879472890044,-7.061849511469843,-7.23379948528954,-7.16172718421547,-7.624594639498495,-7.452570058672679,0.4111300880872968,15,-5.232909525819635,-5.068852092563517,-5.212509303239346,-5.257227701291957,-5.159557011435709,-5.186211126870033,0.06693171623434828
